"atlas","tissue","celltype","method","no_of_markers","loading_time","query_time"
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-5000","1",0.195999999999913,0.207000000000335
"TM, FACS","Colon","Colon.epithelial cell of large intestine","scfind","2",0.980999999999767,0.0249999999996362
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce","2",1.73100000000022,0.189000000000306
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce-sparseMatrix","2",1.16499999999996,0.273999999999887
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat","2",2.11400000000003,0.266999999999825
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat-sparseMatrix","2",2.29799999999977,0.266000000000076
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-1000","2",0.215000000000146,0.240000000000236
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-5000","2",0.195999999999913,0.210999999999785
"TM, FACS","Colon","Colon.epithelial cell of large intestine","scfind","3",0.980999999999767,0.0260000000002947
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce","3",1.73100000000022,0.188999999999851
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce-sparseMatrix","3",1.16499999999996,0.271000000000186
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat","3",2.11400000000003,0.359999999999673
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat-sparseMatrix","3",2.29799999999977,0.36200000000008
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-1000","3",0.215000000000146,0.242999999999938
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-5000","3",0.195999999999913,0.215999999999894
"TM, FACS","Colon","Colon.epithelial cell of large intestine","scfind","4",0.980999999999767,0.0259999999998399
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce","4",1.73100000000022,0.190000000000055
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce-sparseMatrix","4",1.16499999999996,0.272000000000389
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat","4",2.11400000000003,0.452999999999975
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat-sparseMatrix","4",2.29799999999977,0.460000000000036
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-1000","4",0.215000000000146,0.239999999999782
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-5000","4",0.195999999999913,0.221000000000004
"TM, FACS","Colon","Colon.epithelial cell of large intestine","scfind","5",0.980999999999767,0.0250000000000909
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce","5",1.73100000000022,0.208000000000084
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce-sparseMatrix","5",1.16499999999996,0.252999999999702
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat","5",2.11400000000003,1.10400000000027
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat-sparseMatrix","5",2.29799999999977,0.583000000000084
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-1000","5",0.215000000000146,0.226999999999862
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-5000","5",0.195999999999913,0.239000000000033
"TM, FACS","Colon","Colon.epithelial cell of large intestine","scfind","6",0.980999999999767,0.0259999999998399
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce","6",1.73100000000022,0.190999999999804
"TM, FACS","Colon","Colon.epithelial cell of large intestine","sce-sparseMatrix","6",1.16499999999996,0.251999999999953
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat","6",2.11400000000003,0.673000000000229
"TM, FACS","Colon","Colon.epithelial cell of large intestine","seurat-sparseMatrix","6",2.29799999999977,0.670999999999822
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-1000","6",0.215000000000146,0.231999999999971
"TM, FACS","Colon","Colon.epithelial cell of large intestine","loom-5000","6",0.195999999999913,0.285000000000309
"TM, FACS","Colon","Colon.large intestine goblet cell","scfind","1",0.980999999999767,0.0219999999999345
"TM, FACS","Colon","Colon.large intestine goblet cell","sce","1",1.73100000000022,0.190999999999804
"TM, FACS","Colon","Colon.large intestine goblet cell","sce-sparseMatrix","1",1.16499999999996,0.25
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat","1",2.11400000000003,0.0830000000000837
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat-sparseMatrix","1",2.29799999999977,0.0809999999996762
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-1000","1",0.215000000000146,0.230000000000018
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-5000","1",0.195999999999913,0.204999999999927
"TM, FACS","Colon","Colon.large intestine goblet cell","scfind","2",0.980999999999767,0.0250000000000909
"TM, FACS","Colon","Colon.large intestine goblet cell","sce","2",1.73100000000022,0.188999999999851
"TM, FACS","Colon","Colon.large intestine goblet cell","sce-sparseMatrix","2",1.16499999999996,0.294000000000324
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat","2",2.11400000000003,0.266999999999825
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat-sparseMatrix","2",2.29799999999977,0.264000000000124
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-1000","2",0.215000000000146,0.214999999999691
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-5000","2",0.195999999999913,0.231999999999971
"TM, FACS","Colon","Colon.large intestine goblet cell","scfind","3",0.980999999999767,0.0250000000000909
"TM, FACS","Colon","Colon.large intestine goblet cell","sce","3",1.73100000000022,0.190000000000055
"TM, FACS","Colon","Colon.large intestine goblet cell","sce-sparseMatrix","3",1.16499999999996,0.266999999999825
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat","3",2.11400000000003,0.364000000000033
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat-sparseMatrix","3",2.29799999999977,0.355999999999767
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-1000","3",0.215000000000146,0.257999999999811
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-5000","3",0.195999999999913,0.215000000000146
"TM, FACS","Colon","Colon.large intestine goblet cell","scfind","4",0.980999999999767,0.0239999999998872
"TM, FACS","Colon","Colon.large intestine goblet cell","sce","4",1.73100000000022,0.188000000000102
"TM, FACS","Colon","Colon.large intestine goblet cell","sce-sparseMatrix","4",1.16499999999996,0.271000000000186
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat","4",2.11400000000003,0.455000000000382
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat-sparseMatrix","4",2.29799999999977,0.481999999999971
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-1000","4",0.215000000000146,0.332000000000335
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-5000","4",0.195999999999913,0.260999999999967
"TM, FACS","Colon","Colon.large intestine goblet cell","scfind","5",0.980999999999767,0.0260000000002947
"TM, FACS","Colon","Colon.large intestine goblet cell","sce","5",1.73100000000022,0.208000000000084
"TM, FACS","Colon","Colon.large intestine goblet cell","sce-sparseMatrix","5",1.16499999999996,0.252999999999702
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat","5",2.11400000000003,0.577999999999975
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat-sparseMatrix","5",2.29799999999977,1.096
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-1000","5",0.215000000000146,0.337999999999738
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-5000","5",0.195999999999913,0.326000000000022
"TM, FACS","Colon","Colon.large intestine goblet cell","scfind","6",0.980999999999767,0.0239999999998872
"TM, FACS","Colon","Colon.large intestine goblet cell","sce","6",1.73100000000022,0.20699999999988
"TM, FACS","Colon","Colon.large intestine goblet cell","sce-sparseMatrix","6",1.16499999999996,0.251999999999953
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat","6",2.11400000000003,0.655999999999949
"TM, FACS","Colon","Colon.large intestine goblet cell","seurat-sparseMatrix","6",2.29799999999977,1.17200000000003
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-1000","6",0.215000000000146,0.230999999999767
"TM, FACS","Colon","Colon.large intestine goblet cell","loom-5000","6",0.195999999999913,0.249000000000251
