	ref	merged	Index	Celltype	genenames
TM, 10X - Muscle.skeletal muscle satellite cell-Fgfr4	0.746636807918549	0.714542150497437	TM, 10X	Muscle.skeletal muscle satellite cell	Fgfr4
TM, 10X - Muscle.skeletal muscle satellite cell-Flnc	0.743159830570221	0.46360582113266	TM, 10X	Muscle.skeletal muscle satellite cell	Flnc
TM, 10X - Muscle.skeletal muscle satellite cell-Chrnb1	0.709743618965149	0.435820937156677	TM, 10X	Muscle.skeletal muscle satellite cell	Chrnb1
TM, 10X - Muscle.skeletal muscle satellite cell-Notch3	0.707344651222229	0.484251976013184	TM, 10X	Muscle.skeletal muscle satellite cell	Notch3
TM, 10X - Muscle.skeletal muscle satellite cell-Slc39a14	0.701202511787415	0.425591081380844	TM, 10X	Muscle.skeletal muscle satellite cell	Slc39a14
TM, 10X - Muscle.skeletal muscle satellite cell-Cdh15	0.69729095697403	0.670370399951935	TM, 10X	Muscle.skeletal muscle satellite cell	Cdh15
TM, 10X - Muscle.skeletal muscle satellite cell-Tln2	0.683643519878387	0.448548853397369	TM, 10X	Muscle.skeletal muscle satellite cell	Tln2
TM, 10X - Muscle.skeletal muscle satellite cell-F2r	0.67033976316452	0.445497632026672	TM, 10X	Muscle.skeletal muscle satellite cell	F2r
TM, 10X - Muscle.skeletal muscle satellite cell-Bdkrb1	0.655132651329041	0.455089837312698	TM, 10X	Muscle.skeletal muscle satellite cell	Bdkrb1
Seurat v3 - Muscle.skeletal muscle satellite cell-Chodl	0.941947519779205	0.901548624038696	Seurat v3	Muscle.skeletal muscle satellite cell	Chodl
Seurat v3 - Muscle.skeletal muscle satellite cell-Des	0.883468925952911	0.830912888050079	Seurat v3	Muscle.skeletal muscle satellite cell	Des
Seurat v3 - Muscle.skeletal muscle satellite cell-Asb5	0.878048837184906	0.845422148704529	Seurat v3	Muscle.skeletal muscle satellite cell	Asb5
Seurat v3 - Muscle.skeletal muscle satellite cell-Fam132b	0.849230766296387	0.761232316493988	Seurat v3	Muscle.skeletal muscle satellite cell	Fam132b
Seurat v3 - Muscle.skeletal muscle satellite cell-Crlf1	0.82214766740799	0.744897961616516	Seurat v3	Muscle.skeletal muscle satellite cell	Crlf1
Seurat v3 - Muscle.skeletal muscle satellite cell-Ncam1	0.813263475894928	0.665476202964783	Seurat v3	Muscle.skeletal muscle satellite cell	Ncam1
Seurat v3 - Muscle.skeletal muscle satellite cell-Cd82	0.800000011920929	0.676360547542572	Seurat v3	Muscle.skeletal muscle satellite cell	Cd82
Seurat v3 - Muscle.skeletal muscle satellite cell-Musk	0.795242190361023	0.574136734008789	Seurat v3	Muscle.skeletal muscle satellite cell	Musk
Seurat v3 - Muscle.skeletal muscle satellite cell-Chrdl2	0.786026179790497	0.751020431518555	Seurat v3	Muscle.skeletal muscle satellite cell	Chrdl2
Seurat v3 - Muscle.skeletal muscle satellite cell-Myf5	0.777900516986847	0.702934861183167	Seurat v3	Muscle.skeletal muscle satellite cell	Myf5
Seurat v3 - Muscle.skeletal muscle satellite cell-Arl4d	0.774363458156586	0.610307395458221	Seurat v3	Muscle.skeletal muscle satellite cell	Arl4d
Seurat v3 - Muscle.skeletal muscle satellite cell-Vcam1	0.757602095603943	0.580889284610748	Seurat v3	Muscle.skeletal muscle satellite cell	Vcam1
Seurat v3 - Muscle.skeletal muscle satellite cell-Runx1	0.747235417366028	0.612521111965179	Seurat v3	Muscle.skeletal muscle satellite cell	Runx1
Seurat v3 - Muscle.skeletal muscle satellite cell-Fgfr4	0.746636807918549	0.726388931274414	Seurat v3	Muscle.skeletal muscle satellite cell	Fgfr4
Seurat v3 - Muscle.skeletal muscle satellite cell-Flnc	0.743159830570221	0.610253870487213	Seurat v3	Muscle.skeletal muscle satellite cell	Flnc
Seurat v3 - Muscle.skeletal muscle satellite cell-Chrnb1	0.709743618965149	0.559598505496979	Seurat v3	Muscle.skeletal muscle satellite cell	Chrnb1
Seurat v3 - Muscle.skeletal muscle satellite cell-Notch3	0.707344651222229	0.620938658714294	Seurat v3	Muscle.skeletal muscle satellite cell	Notch3
Seurat v3 - Muscle.skeletal muscle satellite cell-Slc39a14	0.701202511787415	0.539404571056366	Seurat v3	Muscle.skeletal muscle satellite cell	Slc39a14
Seurat v3 - Muscle.skeletal muscle satellite cell-Cdh15	0.69729095697403	0.672489106655121	Seurat v3	Muscle.skeletal muscle satellite cell	Cdh15
Seurat v3 - Muscle.skeletal muscle satellite cell-Tln2	0.683643519878387	0.554786622524261	Seurat v3	Muscle.skeletal muscle satellite cell	Tln2
Seurat v3 - Muscle.skeletal muscle satellite cell-Fosl1	0.679343163967133	0.544799625873566	Seurat v3	Muscle.skeletal muscle satellite cell	Fosl1
Seurat v3 - Muscle.skeletal muscle satellite cell-Uck2	0.675247490406036	0.548282563686371	Seurat v3	Muscle.skeletal muscle satellite cell	Uck2
Seurat v3 - Muscle.skeletal muscle satellite cell-F2r	0.67033976316452	0.552016973495483	Seurat v3	Muscle.skeletal muscle satellite cell	F2r
Seurat v3 - Muscle.skeletal muscle satellite cell-Pmepa1	0.662251651287079	0.523741006851196	Seurat v3	Muscle.skeletal muscle satellite cell	Pmepa1
Seurat v3 - Muscle.skeletal muscle satellite cell-Bdkrb1	0.655132651329041	0.567627489566803	Seurat v3	Muscle.skeletal muscle satellite cell	Bdkrb1
TM, FACS - Muscle.T cell-Cd3e	0.756097614765167	0.756097614765167	TM, FACS	Muscle.T cell	Cd3e
TM, FACS - Muscle.T cell-Itk	0.69047623872757	0.69047623872757	TM, FACS	Muscle.T cell	Itk
TM, FACS - Muscle.T cell-Il2rb	0.623376607894897	0.623376607894897	TM, FACS	Muscle.T cell	Il2rb
TM, FACS - Muscle.T cell-Bcl11b	0.545454561710358	0.545454561710358	TM, FACS	Muscle.T cell	Bcl11b
TM, FACS - Muscle.T cell-Icos	0.533333361148834	0.533333361148834	TM, FACS	Muscle.T cell	Icos
TM, FACS - Muscle.T cell-Lef1	0.533333361148834	0.533333361148834	TM, FACS	Muscle.T cell	Lef1
TM, FACS - Muscle.T cell-Cd28	0.511627912521362	0.511627912521362	TM, FACS	Muscle.T cell	Cd28
TM, FACS - Muscle.T cell-Lat	0.504201650619507	0.504201650619507	TM, FACS	Muscle.T cell	Lat
TM, FACS - Muscle.T cell-Cd3d	0.5	0.5	TM, FACS	Muscle.T cell	Cd3d
TM, FACS - Muscle.T cell-Inpp4b	0.487804889678955	0.487804889678955	TM, FACS	Muscle.T cell	Inpp4b
TM, FACS - Muscle.T cell-Zap70	0.476190507411957	0.476190507411957	TM, FACS	Muscle.T cell	Zap70
TM, FACS - Muscle.T cell-Ms4a4b	0.47272726893425	0.47272726893425	TM, FACS	Muscle.T cell	Ms4a4b
TM, FACS - Muscle.T cell-Txk	0.45783132314682	0.45783132314682	TM, FACS	Muscle.T cell	Txk
TM, FACS - Muscle.T cell-Skap1	0.456140339374542	0.456140339374542	TM, FACS	Muscle.T cell	Skap1
TM, FACS - Muscle.T cell-Cd96	0.444444447755814	0.444444447755814	TM, FACS	Muscle.T cell	Cd96
TM, FACS - Muscle.T cell-Il7r	0.444444447755814	0.444444447755814	TM, FACS	Muscle.T cell	Il7r
TM, FACS - Muscle.T cell-Nsg2	0.444444447755814	0.444444447755814	TM, FACS	Muscle.T cell	Nsg2
TM, FACS - Muscle.T cell-Cd6	0.43478262424469	0.43478262424469	TM, FACS	Muscle.T cell	Cd6
TM, FACS - Muscle.T cell-Dapl1	0.430769234895706	0.430769234895706	TM, FACS	Muscle.T cell	Dapl1
TM, FACS - Muscle.T cell-Cd3g	0.428571432828903	0.428571432828903	TM, FACS	Muscle.T cell	Cd3g
TM, FACS - Muscle.T cell-Cd247	0.423076897859573	0.423076897859573	TM, FACS	Muscle.T cell	Cd247
TM, FACS - Muscle.T cell-Ccr8	0.416666656732559	0.416666656732559	TM, FACS	Muscle.T cell	Ccr8
TM, FACS - Muscle.T cell-Sh2d2a	0.416666656732559	0.416666656732559	TM, FACS	Muscle.T cell	Sh2d2a
TM, FACS - Muscle.T cell-Ctsw	0.410256415605545	0.410256415605545	TM, FACS	Muscle.T cell	Ctsw
TM, FACS - Muscle.T cell-Klk8	0.404040426015854	0.404040426015854	TM, FACS	Muscle.T cell	Klk8
TM, FACS - Muscle.T cell-Lime1	0.40350878238678	0.40350878238678	TM, FACS	Muscle.T cell	Lime1
TM, FACS - Muscle.T cell-Rinl	0.396226435899734	0.396226435899734	TM, FACS	Muscle.T cell	Rinl
TM, FACS - Muscle.T cell-Tnfrsf18	0.396226435899734	0.396226435899734	TM, FACS	Muscle.T cell	Tnfrsf18
TM, FACS - Muscle.T cell-Sidt1	0.394366204738617	0.394366204738617	TM, FACS	Muscle.T cell	Sidt1
TM, FACS - Muscle.T cell-Kbtbd11	0.392857164144516	0.392857164144516	TM, FACS	Muscle.T cell	Kbtbd11
TM, 10X - Muscle.T cell-Cd3e	0.756097614765167	0.824302136898041	TM, 10X	Muscle.T cell	Cd3e
TM, 10X - Muscle.T cell-Itk	0.69047623872757	0.517699122428894	TM, 10X	Muscle.T cell	Itk
TM, 10X - Muscle.T cell-Bcl11b	0.545454561710358	0.47139585018158	TM, 10X	Muscle.T cell	Bcl11b
TM, 10X - Muscle.T cell-Cd28	0.511627912521362	0.528301894664764	TM, 10X	Muscle.T cell	Cd28
TM, 10X - Muscle.T cell-Lat	0.504201650619507	0.783050894737244	TM, 10X	Muscle.T cell	Lat
TM, 10X - Muscle.T cell-Cd3d	0.5	0.858015298843384	TM, 10X	Muscle.T cell	Cd3d
TM, 10X - Muscle.T cell-Ms4a4b	0.47272726893425	0.76241135597229	TM, 10X	Muscle.T cell	Ms4a4b
TM, 10X - Muscle.T cell-Txk	0.45783132314682	0.533916831016541	TM, 10X	Muscle.T cell	Txk
TM, 10X - Muscle.T cell-Skap1	0.456140339374542	0.637274563312531	TM, 10X	Muscle.T cell	Skap1
TM, 10X - Muscle.T cell-Il7r	0.444444447755814	0.552486181259155	TM, 10X	Muscle.T cell	Il7r
TM, 10X - Muscle.T cell-Cd3g	0.428571432828903	0.874801874160767	TM, 10X	Muscle.T cell	Cd3g
TM, 10X - Muscle.T cell-Cd247	0.423076897859573	0.532608687877655	TM, 10X	Muscle.T cell	Cd247
TM, 10X - Muscle.T cell-Lime1	0.40350878238678	0.512195110321045	TM, 10X	Muscle.T cell	Lime1
TM, 10X - Muscle.T cell-Tnfrsf18	0.396226435899734	0.471544712781906	TM, 10X	Muscle.T cell	Tnfrsf18
Seurat v3 - Muscle.T cell-Cd3e	0.756097614765167	0.81620842218399	Seurat v3	Muscle.T cell	Cd3e
Seurat v3 - Muscle.T cell-Itk	0.69047623872757	0.529300570487976	Seurat v3	Muscle.T cell	Itk
Seurat v3 - Muscle.T cell-Il2rb	0.623376607894897	0.448897808790207	Seurat v3	Muscle.T cell	Il2rb
Seurat v3 - Muscle.T cell-Bcl11b	0.545454561710358	0.480916053056717	Seurat v3	Muscle.T cell	Bcl11b
Seurat v3 - Muscle.T cell-Icos	0.533333361148834	0.444881916046143	Seurat v3	Muscle.T cell	Icos
Seurat v3 - Muscle.T cell-Lef1	0.533333361148834	0.464566946029663	Seurat v3	Muscle.T cell	Lef1
Seurat v3 - Muscle.T cell-Cd28	0.511627912521362	0.523131668567657	Seurat v3	Muscle.T cell	Cd28
Seurat v3 - Muscle.T cell-Lat	0.504201650619507	0.736248254776001	Seurat v3	Muscle.T cell	Lat
Seurat v3 - Muscle.T cell-Cd3d	0.5	0.801026999950409	Seurat v3	Muscle.T cell	Cd3d
Seurat v3 - Muscle.T cell-Ms4a4b	0.47272726893425	0.712369620800018	Seurat v3	Muscle.T cell	Ms4a4b
Seurat v3 - Muscle.T cell-Txk	0.45783132314682	0.511278212070465	Seurat v3	Muscle.T cell	Txk
Seurat v3 - Muscle.T cell-Skap1	0.456140339374542	0.594059407711029	Seurat v3	Muscle.T cell	Skap1
Seurat v3 - Muscle.T cell-Il7r	0.444444447755814	0.517133951187134	Seurat v3	Muscle.T cell	Il7r
Seurat v3 - Muscle.T cell-Cd6	0.43478262424469	0.45019918680191	Seurat v3	Muscle.T cell	Cd6
Seurat v3 - Muscle.T cell-Dapl1	0.430769234895706	0.446680068969727	Seurat v3	Muscle.T cell	Dapl1
Seurat v3 - Muscle.T cell-Cd3g	0.428571432828903	0.793774366378784	Seurat v3	Muscle.T cell	Cd3g
Seurat v3 - Muscle.T cell-Cd247	0.423076897859573	0.50998467206955	Seurat v3	Muscle.T cell	Cd247
Seurat v3 - Muscle.T cell-Klk8	0.404040426015854	0.458033561706543	Seurat v3	Muscle.T cell	Klk8
Seurat v3 - Muscle.T cell-Lime1	0.40350878238678	0.488304078578949	Seurat v3	Muscle.T cell	Lime1
Seurat v3 - Muscle.T cell-Tnfrsf18	0.396226435899734	0.457912445068359	Seurat v3	Muscle.T cell	Tnfrsf18
TM, FACS - Trachea.endothelial cell-Cyyr1	0.812500059604645	0.812500059604645	TM, FACS	Trachea.endothelial cell	Cyyr1
TM, FACS - Trachea.endothelial cell-Robo4	0.77777773141861	0.77777773141861	TM, FACS	Trachea.endothelial cell	Robo4
TM, FACS - Trachea.endothelial cell-Cdh5	0.758620738983154	0.758620738983154	TM, FACS	Trachea.endothelial cell	Cdh5
TM, FACS - Trachea.endothelial cell-Tie1	0.752941191196442	0.752941191196442	TM, FACS	Trachea.endothelial cell	Tie1
TM, FACS - Trachea.endothelial cell-Eltd1	0.724999964237213	0.724999964237213	TM, FACS	Trachea.endothelial cell	Eltd1
TM, FACS - Trachea.endothelial cell-Podxl	0.717948734760284	0.717948734760284	TM, FACS	Trachea.endothelial cell	Podxl
TM, FACS - Trachea.endothelial cell-Grrp1	0.698412656784058	0.698412656784058	TM, FACS	Trachea.endothelial cell	Grrp1
TM, FACS - Trachea.endothelial cell-Emcn	0.695652186870575	0.695652186870575	TM, FACS	Trachea.endothelial cell	Emcn
TM, FACS - Trachea.endothelial cell-Ptprb	0.694736838340759	0.694736838340759	TM, FACS	Trachea.endothelial cell	Ptprb
TM, FACS - Trachea.endothelial cell-Nos3	0.675675690174103	0.675675690174103	TM, FACS	Trachea.endothelial cell	Nos3
TM, FACS - Trachea.endothelial cell-Dll4	0.655172407627106	0.655172407627106	TM, FACS	Trachea.endothelial cell	Dll4
TM, FACS - Trachea.endothelial cell-Fut2	0.645161330699921	0.645161330699921	TM, FACS	Trachea.endothelial cell	Fut2
TM, FACS - Trachea.endothelial cell-Kdr	0.636363625526428	0.636363625526428	TM, FACS	Trachea.endothelial cell	Kdr
TM, FACS - Trachea.endothelial cell-Flt1	0.631578981876373	0.631578981876373	TM, FACS	Trachea.endothelial cell	Flt1
TM, FACS - Trachea.endothelial cell-Ushbp1	0.623376607894897	0.623376607894897	TM, FACS	Trachea.endothelial cell	Ushbp1
TM, FACS - Trachea.endothelial cell-Unc45b	0.615384638309479	0.615384638309479	TM, FACS	Trachea.endothelial cell	Unc45b
TM, FACS - Trachea.endothelial cell-Rasip1	0.613861322402954	0.613861322402954	TM, FACS	Trachea.endothelial cell	Rasip1
TM, FACS - Trachea.endothelial cell-Apold1	0.607843101024628	0.607843101024628	TM, FACS	Trachea.endothelial cell	Apold1
TM, FACS - Trachea.endothelial cell-Egfl7	0.60550457239151	0.60550457239151	TM, FACS	Trachea.endothelial cell	Egfl7
TM, FACS - Trachea.endothelial cell-Arhgef15	0.586206912994385	0.586206912994385	TM, FACS	Trachea.endothelial cell	Arhgef15
TM, FACS - Trachea.endothelial cell-Fam70b	0.579710185527802	0.579710185527802	TM, FACS	Trachea.endothelial cell	Fam70b
TM, FACS - Trachea.endothelial cell-Tcf15	0.563380300998688	0.563380300998688	TM, FACS	Trachea.endothelial cell	Tcf15
TM, FACS - Trachea.endothelial cell-Mmrn2	0.556701004505157	0.556701004505157	TM, FACS	Trachea.endothelial cell	Mmrn2
TM, FACS - Trachea.endothelial cell-Flt4	0.545454561710358	0.545454561710358	TM, FACS	Trachea.endothelial cell	Flt4
TM, FACS - Trachea.endothelial cell-Myct1	0.545454561710358	0.545454561710358	TM, FACS	Trachea.endothelial cell	Myct1
TM, FACS - Trachea.endothelial cell-Pde2a	0.545454561710358	0.545454561710358	TM, FACS	Trachea.endothelial cell	Pde2a
TM, FACS - Trachea.endothelial cell-4930578C19Rik	0.541666686534882	0.541666686534882	TM, FACS	Trachea.endothelial cell	4930578C19Rik
TM, FACS - Trachea.endothelial cell-C1qtnf9	0.535714268684387	0.535714268684387	TM, FACS	Trachea.endothelial cell	C1qtnf9
TM, FACS - Trachea.endothelial cell-Tgtp1	0.524999976158142	0.524999976158142	TM, FACS	Trachea.endothelial cell	Tgtp1
TM, FACS - Trachea.endothelial cell-Mcf2l	0.520547926425934	0.520547926425934	TM, FACS	Trachea.endothelial cell	Mcf2l
TM, 10X - Trachea.endothelial cell-Cdh5	0.758620738983154	0.823839664459229	TM, 10X	Trachea.endothelial cell	Cdh5
TM, 10X - Trachea.endothelial cell-Tie1	0.752941191196442	0.692730665206909	TM, 10X	Trachea.endothelial cell	Tie1
TM, 10X - Trachea.endothelial cell-Eltd1	0.724999964237213	0.70126736164093	TM, 10X	Trachea.endothelial cell	Eltd1
TM, 10X - Trachea.endothelial cell-Podxl	0.717948734760284	0.788840293884277	TM, 10X	Trachea.endothelial cell	Podxl
TM, 10X - Trachea.endothelial cell-Grrp1	0.698412656784058	0.593613028526306	TM, 10X	Trachea.endothelial cell	Grrp1
TM, 10X - Trachea.endothelial cell-Emcn	0.695652186870575	0.846686363220215	TM, 10X	Trachea.endothelial cell	Emcn
TM, 10X - Trachea.endothelial cell-Ptprb	0.694736838340759	0.802801668643951	TM, 10X	Trachea.endothelial cell	Ptprb
TM, 10X - Trachea.endothelial cell-Kdr	0.636363625526428	0.674033164978027	TM, 10X	Trachea.endothelial cell	Kdr
TM, 10X - Trachea.endothelial cell-Flt1	0.631578981876373	0.798479080200195	TM, 10X	Trachea.endothelial cell	Flt1
TM, 10X - Trachea.endothelial cell-Rasip1	0.613861322402954	0.673556208610535	TM, 10X	Trachea.endothelial cell	Rasip1
TM, 10X - Trachea.endothelial cell-Apold1	0.607843101024628	0.758696913719177	TM, 10X	Trachea.endothelial cell	Apold1
TM, 10X - Trachea.endothelial cell-Egfl7	0.60550457239151	0.83325183391571	TM, 10X	Trachea.endothelial cell	Egfl7
TM, 10X - Trachea.endothelial cell-Mmrn2	0.556701004505157	0.712195098400116	TM, 10X	Trachea.endothelial cell	Mmrn2
TM, 10X - Trachea.endothelial cell-Myct1	0.545454561710358	0.663316607475281	TM, 10X	Trachea.endothelial cell	Myct1
Seurat v3 - Trachea.endothelial cell-Cdh5	0.758620738983154	0.820978343486786	Seurat v3	Trachea.endothelial cell	Cdh5
Seurat v3 - Trachea.endothelial cell-Tie1	0.752941191196442	0.69418603181839	Seurat v3	Trachea.endothelial cell	Tie1
Seurat v3 - Trachea.endothelial cell-Eltd1	0.724999964237213	0.701612889766693	Seurat v3	Trachea.endothelial cell	Eltd1
Seurat v3 - Trachea.endothelial cell-Podxl	0.717948734760284	0.78593909740448	Seurat v3	Trachea.endothelial cell	Podxl
Seurat v3 - Trachea.endothelial cell-Grrp1	0.698412656784058	0.597590386867523	Seurat v3	Trachea.endothelial cell	Grrp1
Seurat v3 - Trachea.endothelial cell-Emcn	0.695652186870575	0.839564621448517	Seurat v3	Trachea.endothelial cell	Emcn
Seurat v3 - Trachea.endothelial cell-Ptprb	0.694736838340759	0.797331929206848	Seurat v3	Trachea.endothelial cell	Ptprb
Seurat v3 - Trachea.endothelial cell-Kdr	0.636363625526428	0.671720087528229	Seurat v3	Trachea.endothelial cell	Kdr
Seurat v3 - Trachea.endothelial cell-Flt1	0.631578981876373	0.791515827178955	Seurat v3	Trachea.endothelial cell	Flt1
Seurat v3 - Trachea.endothelial cell-Rasip1	0.613861322402954	0.67049366235733	Seurat v3	Trachea.endothelial cell	Rasip1
Seurat v3 - Trachea.endothelial cell-Apold1	0.607843101024628	0.751438975334167	Seurat v3	Trachea.endothelial cell	Apold1
Seurat v3 - Trachea.endothelial cell-Egfl7	0.60550457239151	0.822873055934906	Seurat v3	Trachea.endothelial cell	Egfl7
Seurat v3 - Trachea.endothelial cell-Mmrn2	0.556701004505157	0.704791307449341	Seurat v3	Trachea.endothelial cell	Mmrn2
Seurat v3 - Trachea.endothelial cell-Myct1	0.545454561710358	0.659380674362183	Seurat v3	Trachea.endothelial cell	Myct1
TM, FACS - Trachea.epithelial cell-Wfdc2	0.649122774600983	0.649122774600983	TM, FACS	Trachea.epithelial cell	Wfdc2
TM, FACS - Trachea.epithelial cell-Cldn3	0.611570239067078	0.611570239067078	TM, FACS	Trachea.epithelial cell	Cldn3
TM, FACS - Trachea.epithelial cell-Gpx2	0.596330285072327	0.596330285072327	TM, FACS	Trachea.epithelial cell	Gpx2
TM, FACS - Trachea.epithelial cell-Lypd2	0.588832497596741	0.588832497596741	TM, FACS	Trachea.epithelial cell	Lypd2
TM, FACS - Trachea.epithelial cell-Celsr1	0.585774064064026	0.585774064064026	TM, FACS	Trachea.epithelial cell	Celsr1
TM, FACS - Trachea.epithelial cell-Krt19	0.572519063949585	0.572519063949585	TM, FACS	Trachea.epithelial cell	Krt19
TM, FACS - Trachea.epithelial cell-Krt7	0.571428596973419	0.571428596973419	TM, FACS	Trachea.epithelial cell	Krt7
TM, FACS - Trachea.epithelial cell-Krt18	0.558490574359894	0.558490574359894	TM, FACS	Trachea.epithelial cell	Krt18
TM, FACS - Trachea.epithelial cell-Nkx2-1	0.553672313690186	0.553672313690186	TM, FACS	Trachea.epithelial cell	1
TM, FACS - Trachea.epithelial cell-Chchd10	0.547528505325317	0.547528505325317	TM, FACS	Trachea.epithelial cell	Chchd10
TM, FACS - Trachea.epithelial cell-Cldn7	0.53125	0.53125	TM, FACS	Trachea.epithelial cell	Cldn7
TM, FACS - Trachea.epithelial cell-Cdh1	0.528301894664764	0.528301894664764	TM, FACS	Trachea.epithelial cell	Cdh1
TM, FACS - Trachea.epithelial cell-Krt8	0.52698415517807	0.52698415517807	TM, FACS	Trachea.epithelial cell	Krt8
TM, FACS - Trachea.epithelial cell-Atp1b1	0.523489952087402	0.523489952087402	TM, FACS	Trachea.epithelial cell	Atp1b1
TM, FACS - Trachea.epithelial cell-Slc16a11	0.522167503833771	0.522167503833771	TM, FACS	Trachea.epithelial cell	Slc16a11
TM, FACS - Trachea.epithelial cell-Tspan1	0.5	0.5	TM, FACS	Trachea.epithelial cell	Tspan1
TM, FACS - Trachea.epithelial cell-Epcam	0.4919094145298	0.4919094145298	TM, FACS	Trachea.epithelial cell	Epcam
TM, FACS - Trachea.epithelial cell-Myh14	0.484848499298096	0.484848499298096	TM, FACS	Trachea.epithelial cell	Myh14
TM, FACS - Trachea.epithelial cell-Wnt4	0.482758641242981	0.482758641242981	TM, FACS	Trachea.epithelial cell	Wnt4
TM, FACS - Trachea.epithelial cell-Lama5	0.478468924760818	0.478468924760818	TM, FACS	Trachea.epithelial cell	Lama5
TM, FACS - Trachea.epithelial cell-Tmprss13	0.477272689342499	0.477272689342499	TM, FACS	Trachea.epithelial cell	Tmprss13
TM, FACS - Trachea.epithelial cell-Bcam	0.47386759519577	0.47386759519577	TM, FACS	Trachea.epithelial cell	Bcam
TM, FACS - Trachea.epithelial cell-Elf3	0.47236180305481	0.47236180305481	TM, FACS	Trachea.epithelial cell	Elf3
TM, FACS - Trachea.epithelial cell-Spint1	0.471153855323792	0.471153855323792	TM, FACS	Trachea.epithelial cell	Spint1
TM, FACS - Trachea.epithelial cell-Cgn	0.46315786242485	0.46315786242485	TM, FACS	Trachea.epithelial cell	Cgn
TM, FACS - Trachea.epithelial cell-Aqp5	0.462962985038757	0.462962985038757	TM, FACS	Trachea.epithelial cell	Aqp5
