	ref	merged	Index	Celltype	genenames
TM, 10X - Muscle.endothelial cell-Flt1	0.855895161628723	0.811518311500549	TM, 10X	Muscle.endothelial cell	Flt1
TM, 10X - Muscle.endothelial cell-Gpr116	0.827433586120605	0.80034875869751	TM, 10X	Muscle.endothelial cell	Gpr116
TM, 10X - Muscle.endothelial cell-Ptprb	0.820276439189911	0.783523201942444	TM, 10X	Muscle.endothelial cell	Ptprb
TM, 10X - Muscle.endothelial cell-Apold1	0.817777752876282	0.804473876953125	TM, 10X	Muscle.endothelial cell	Apold1
TM, 10X - Muscle.endothelial cell-Eltd1	0.775193810462952	0.793736040592194	TM, 10X	Muscle.endothelial cell	Eltd1
TM, 10X - Muscle.endothelial cell-Rasip1	0.767326772212982	0.793359577655792	TM, 10X	Muscle.endothelial cell	Rasip1
TM, 10X - Muscle.endothelial cell-C1qtnf9	0.74530827999115	0.810367166996002	TM, 10X	Muscle.endothelial cell	C1qtnf9
TM, 10X - Muscle.endothelial cell-Mmrn2	0.744525551795959	0.753187656402588	TM, 10X	Muscle.endothelial cell	Mmrn2
TM, 10X - Muscle.endothelial cell-Tinagl1	0.743215024471283	0.860789775848389	TM, 10X	Muscle.endothelial cell	Tinagl1
TM, 10X - Muscle.endothelial cell-Gpihbp1	0.737704932689667	0.817482829093933	TM, 10X	Muscle.endothelial cell	Gpihbp1
TM, 10X - Muscle.endothelial cell-Sox17	0.736842155456543	0.769368588924408	TM, 10X	Muscle.endothelial cell	Sox17
TM, 10X - Muscle.endothelial cell-Esam	0.723658084869385	0.897943675518036	TM, 10X	Muscle.endothelial cell	Esam
TM, 10X - Muscle.endothelial cell-Pecam1	0.716190457344055	0.863896369934082	TM, 10X	Muscle.endothelial cell	Pecam1
TM, 10X - Muscle.endothelial cell-Cd300lg	0.691943168640137	0.752774059772491	TM, 10X	Muscle.endothelial cell	Cd300lg
TM, 10X - Muscle.endothelial cell-Emcn	0.677804350852966	0.820838630199432	TM, 10X	Muscle.endothelial cell	Emcn
TM, 10X - Muscle.endothelial cell-Egfl7	0.669724762439728	0.841468334197998	TM, 10X	Muscle.endothelial cell	Egfl7
Seurat v3 - Muscle.endothelial cell-Cdh5	0.861111044883728	0.895193636417389	Seurat v3	Muscle.endothelial cell	Cdh5
Seurat v3 - Muscle.endothelial cell-Flt1	0.855895161628723	0.815760672092438	Seurat v3	Muscle.endothelial cell	Flt1
Seurat v3 - Muscle.endothelial cell-Tie1	0.828784108161926	0.748916029930115	Seurat v3	Muscle.endothelial cell	Tie1
Seurat v3 - Muscle.endothelial cell-Gpr116	0.827433586120605	0.797505497932434	Seurat v3	Muscle.endothelial cell	Gpr116
Seurat v3 - Muscle.endothelial cell-Ptprb	0.820276439189911	0.783573806285858	Seurat v3	Muscle.endothelial cell	Ptprb
Seurat v3 - Muscle.endothelial cell-Apold1	0.817777752876282	0.805886507034302	Seurat v3	Muscle.endothelial cell	Apold1
Seurat v3 - Muscle.endothelial cell-Eltd1	0.775193810462952	0.790076375007629	Seurat v3	Muscle.endothelial cell	Eltd1
Seurat v3 - Muscle.endothelial cell-Rasip1	0.767326772212982	0.789747416973114	Seurat v3	Muscle.endothelial cell	Rasip1
Seurat v3 - Muscle.endothelial cell-C1qtnf9	0.74530827999115	0.801339209079742	Seurat v3	Muscle.endothelial cell	C1qtnf9
Seurat v3 - Muscle.endothelial cell-Mmrn2	0.744525551795959	0.752977311611176	Seurat v3	Muscle.endothelial cell	Mmrn2
Seurat v3 - Muscle.endothelial cell-Tinagl1	0.743215024471283	0.840764284133911	Seurat v3	Muscle.endothelial cell	Tinagl1
Seurat v3 - Muscle.endothelial cell-Gpihbp1	0.737704932689667	0.803112328052521	Seurat v3	Muscle.endothelial cell	Gpihbp1
Seurat v3 - Muscle.endothelial cell-Sox17	0.736842155456543	0.763218402862549	Seurat v3	Muscle.endothelial cell	Sox17
Seurat v3 - Muscle.endothelial cell-Esam	0.723658084869385	0.868841946125031	Seurat v3	Muscle.endothelial cell	Esam
Seurat v3 - Muscle.endothelial cell-Pecam1	0.716190457344055	0.841401338577271	Seurat v3	Muscle.endothelial cell	Pecam1
Seurat v3 - Muscle.endothelial cell-Cd93	0.706611514091492	0.728005886077881	Seurat v3	Muscle.endothelial cell	Cd93
Seurat v3 - Muscle.endothelial cell-Cd300lg	0.691943168640137	0.744098901748657	Seurat v3	Muscle.endothelial cell	Cd300lg
Seurat v3 - Muscle.endothelial cell-Emcn	0.677804350852966	0.799423813819885	Seurat v3	Muscle.endothelial cell	Emcn
Seurat v3 - Muscle.endothelial cell-Egfl7	0.669724762439728	0.815780401229858	Seurat v3	Muscle.endothelial cell	Egfl7
TM, FACS - Muscle.macrophage-Gp49a	0.824324309825897	0.824324309825897	TM, FACS	Muscle.macrophage	Gp49a
TM, FACS - Muscle.macrophage-Lilrb4	0.739393949508667	0.739393949508667	TM, FACS	Muscle.macrophage	Lilrb4
TM, FACS - Muscle.macrophage-Mrc1	0.697368443012238	0.697368443012238	TM, FACS	Muscle.macrophage	Mrc1
TM, FACS - Muscle.macrophage-Gm11428	0.685714304447174	0.685714304447174	TM, FACS	Muscle.macrophage	Gm11428
TM, FACS - Muscle.macrophage-Pf4	0.675862073898315	0.675862073898315	TM, FACS	Muscle.macrophage	Pf4
TM, FACS - Muscle.macrophage-Lrrc25	0.671140909194946	0.671140909194946	TM, FACS	Muscle.macrophage	Lrrc25
TM, FACS - Muscle.macrophage-Clec4a1	0.661157011985779	0.661157011985779	TM, FACS	Muscle.macrophage	Clec4a1
TM, FACS - Muscle.macrophage-Lilrb3	0.654320955276489	0.654320955276489	TM, FACS	Muscle.macrophage	Lilrb3
TM, FACS - Muscle.macrophage-Ptafr	0.650000035762787	0.650000035762787	TM, FACS	Muscle.macrophage	Ptafr
TM, FACS - Muscle.macrophage-Cd163	0.649572610855103	0.649572610855103	TM, FACS	Muscle.macrophage	Cd163
TM, FACS - Muscle.macrophage-Alox5	0.64462810754776	0.64462810754776	TM, FACS	Muscle.macrophage	Alox5
TM, FACS - Muscle.macrophage-C5ar1	0.636871516704559	0.636871516704559	TM, FACS	Muscle.macrophage	C5ar1
TM, FACS - Muscle.macrophage-Ccl24	0.625000059604645	0.625000059604645	TM, FACS	Muscle.macrophage	Ccl24
TM, FACS - Muscle.macrophage-Lyz1	0.621621608734131	0.621621608734131	TM, FACS	Muscle.macrophage	Lyz1
TM, FACS - Muscle.macrophage-Itgam	0.620689630508423	0.620689630508423	TM, FACS	Muscle.macrophage	Itgam
TM, FACS - Muscle.macrophage-F13a1	0.618421018123627	0.618421018123627	TM, FACS	Muscle.macrophage	F13a1
TM, FACS - Muscle.macrophage-Alox5ap	0.607929527759552	0.607929527759552	TM, FACS	Muscle.macrophage	Alox5ap
TM, FACS - Muscle.macrophage-Slc11a1	0.596491277217865	0.596491277217865	TM, FACS	Muscle.macrophage	Slc11a1
TM, FACS - Muscle.macrophage-Emr1	0.593548357486725	0.593548357486725	TM, FACS	Muscle.macrophage	Emr1
TM, FACS - Muscle.macrophage-Msr1	0.587155938148499	0.587155938148499	TM, FACS	Muscle.macrophage	Msr1
TM, FACS - Muscle.macrophage-Ccl9	0.584474861621857	0.584474861621857	TM, FACS	Muscle.macrophage	Ccl9
TM, FACS - Muscle.macrophage-C3ar1	0.568181812763214	0.568181812763214	TM, FACS	Muscle.macrophage	C3ar1
TM, FACS - Muscle.macrophage-Ms4a6d	0.567567586898804	0.567567586898804	TM, FACS	Muscle.macrophage	Ms4a6d
TM, FACS - Muscle.macrophage-Mgl2	0.561403512954712	0.561403512954712	TM, FACS	Muscle.macrophage	Mgl2
TM, FACS - Muscle.macrophage-Ccr1	0.560000002384186	0.560000002384186	TM, FACS	Muscle.macrophage	Ccr1
TM, FACS - Muscle.macrophage-Rassf4	0.559139788150787	0.559139788150787	TM, FACS	Muscle.macrophage	Rassf4
TM, FACS - Muscle.macrophage-Fxyd2	0.558823525905609	0.558823525905609	TM, FACS	Muscle.macrophage	Fxyd2
TM, FACS - Muscle.macrophage-Cd300ld	0.5573770403862	0.5573770403862	TM, FACS	Muscle.macrophage	Cd300ld
TM, FACS - Muscle.macrophage-Ptpro	0.557142853736877	0.557142853736877	TM, FACS	Muscle.macrophage	Ptpro
TM, FACS - Muscle.macrophage-Slc15a3	0.544117629528046	0.544117629528046	TM, FACS	Muscle.macrophage	Slc15a3
TM, 10X - Muscle.macrophage-Gp49a	0.824324309825897	0.72243344783783	TM, 10X	Muscle.macrophage	Gp49a
TM, 10X - Muscle.macrophage-Lilrb4	0.739393949508667	0.742230355739594	TM, 10X	Muscle.macrophage	Lilrb4
TM, 10X - Muscle.macrophage-Mrc1	0.697368443012238	0.725838243961334	TM, 10X	Muscle.macrophage	Mrc1
TM, 10X - Muscle.macrophage-Gm11428	0.685714304447174	0.668730616569519	TM, 10X	Muscle.macrophage	Gm11428
TM, 10X - Muscle.macrophage-C5ar1	0.636871516704559	0.644351482391357	TM, 10X	Muscle.macrophage	C5ar1
TM, 10X - Muscle.macrophage-Lyz1	0.621621608734131	0.786610901355743	TM, 10X	Muscle.macrophage	Lyz1
TM, 10X - Muscle.macrophage-F13a1	0.618421018123627	0.67893660068512	TM, 10X	Muscle.macrophage	F13a1
TM, 10X - Muscle.macrophage-Alox5ap	0.607929527759552	0.869143843650818	TM, 10X	Muscle.macrophage	Alox5ap
TM, 10X - Muscle.macrophage-Emr1	0.593548357486725	0.67893660068512	TM, 10X	Muscle.macrophage	Emr1
TM, 10X - Muscle.macrophage-Ccl9	0.584474861621857	0.704384744167328	TM, 10X	Muscle.macrophage	Ccl9
TM, 10X - Muscle.macrophage-C3ar1	0.568181812763214	0.641350209712982	TM, 10X	Muscle.macrophage	C3ar1
TM, 10X - Muscle.macrophage-Mgl2	0.561403512954712	0.671755731105804	TM, 10X	Muscle.macrophage	Mgl2
Seurat v3 - Muscle.macrophage-Gp49a	0.824324309825897	0.742942094802856	Seurat v3	Muscle.macrophage	Gp49a
Seurat v3 - Muscle.macrophage-Lilrb4	0.739393949508667	0.740845084190369	Seurat v3	Muscle.macrophage	Lilrb4
Seurat v3 - Muscle.macrophage-Mrc1	0.697368443012238	0.720364689826965	Seurat v3	Muscle.macrophage	Mrc1
Seurat v3 - Muscle.macrophage-Gm11428	0.685714304447174	0.672350823879242	Seurat v3	Muscle.macrophage	Gm11428
Seurat v3 - Muscle.macrophage-Pf4	0.675862073898315	0.594527363777161	Seurat v3	Muscle.macrophage	Pf4
Seurat v3 - Muscle.macrophage-Lrrc25	0.671140909194946	0.593856692314148	Seurat v3	Muscle.macrophage	Lrrc25
Seurat v3 - Muscle.macrophage-Clec4a1	0.661157011985779	0.589285671710968	Seurat v3	Muscle.macrophage	Clec4a1
Seurat v3 - Muscle.macrophage-C5ar1	0.636871516704559	0.640243947505951	Seurat v3	Muscle.macrophage	C5ar1
Seurat v3 - Muscle.macrophage-Lyz1	0.621621608734131	0.758381485939026	Seurat v3	Muscle.macrophage	Lyz1
Seurat v3 - Muscle.macrophage-Itgam	0.620689630508423	0.584814250469208	Seurat v3	Muscle.macrophage	Itgam
Seurat v3 - Muscle.macrophage-F13a1	0.618421018123627	0.662499964237213	Seurat v3	Muscle.macrophage	F13a1
Seurat v3 - Muscle.macrophage-Alox5ap	0.607929527759552	0.798578202724457	Seurat v3	Muscle.macrophage	Alox5ap
Seurat v3 - Muscle.macrophage-Emr1	0.593548357486725	0.658385097980499	Seurat v3	Muscle.macrophage	Emr1
Seurat v3 - Muscle.macrophage-Ccl9	0.584474861621857	0.676789581775665	Seurat v3	Muscle.macrophage	Ccl9
Seurat v3 - Muscle.macrophage-C3ar1	0.568181812763214	0.620370328426361	Seurat v3	Muscle.macrophage	C3ar1
Seurat v3 - Muscle.macrophage-Mgl2	0.561403512954712	0.644412219524384	Seurat v3	Muscle.macrophage	Mgl2
Seurat v3 - Muscle.macrophage-Rassf4	0.559139788150787	0.587518990039825	Seurat v3	Muscle.macrophage	Rassf4
TM, FACS - Muscle.mesenchymal stem cell-Clec3b	0.904214560985565	0.904214560985565	TM, FACS	Muscle.mesenchymal stem cell	Clec3b
TM, FACS - Muscle.mesenchymal stem cell-Col6a3	0.893970906734467	0.893970906734467	TM, FACS	Muscle.mesenchymal stem cell	Col6a3
TM, FACS - Muscle.mesenchymal stem cell-Pdgfra	0.884782612323761	0.884782612323761	TM, FACS	Muscle.mesenchymal stem cell	Pdgfra
TM, FACS - Muscle.mesenchymal stem cell-C1s	0.882629156112671	0.882629156112671	TM, FACS	Muscle.mesenchymal stem cell	C1s
TM, FACS - Muscle.mesenchymal stem cell-Ifi205	0.876938998699188	0.876938998699188	TM, FACS	Muscle.mesenchymal stem cell	Ifi205
TM, FACS - Muscle.mesenchymal stem cell-Col1a1	0.866479933261871	0.866479933261871	TM, FACS	Muscle.mesenchymal stem cell	Col1a1
TM, FACS - Muscle.mesenchymal stem cell-Lrrn4cl	0.864923715591431	0.864923715591431	TM, FACS	Muscle.mesenchymal stem cell	Lrrn4cl
TM, FACS - Muscle.mesenchymal stem cell-Mnda	0.864197492599487	0.864197492599487	TM, FACS	Muscle.mesenchymal stem cell	Mnda
TM, FACS - Muscle.mesenchymal stem cell-Mfap5	0.85844749212265	0.85844749212265	TM, FACS	Muscle.mesenchymal stem cell	Mfap5
TM, FACS - Muscle.mesenchymal stem cell-Gpr133	0.847533583641052	0.847533583641052	TM, FACS	Muscle.mesenchymal stem cell	Gpr133
TM, FACS - Muscle.mesenchymal stem cell-Islr	0.846153795719147	0.846153795719147	TM, FACS	Muscle.mesenchymal stem cell	Islr
TM, FACS - Muscle.mesenchymal stem cell-Cygb	0.844537794589996	0.844537794589996	TM, FACS	Muscle.mesenchymal stem cell	Cygb
TM, FACS - Muscle.mesenchymal stem cell-Igfbp6	0.841822981834412	0.841822981834412	TM, FACS	Muscle.mesenchymal stem cell	Igfbp6
TM, FACS - Muscle.mesenchymal stem cell-Pcsk6	0.8413947224617	0.8413947224617	TM, FACS	Muscle.mesenchymal stem cell	Pcsk6
TM, FACS - Muscle.mesenchymal stem cell-Angptl1	0.838502705097198	0.838502705097198	TM, FACS	Muscle.mesenchymal stem cell	Angptl1
TM, FACS - Muscle.mesenchymal stem cell-Myoc	0.833517134189606	0.833517134189606	TM, FACS	Muscle.mesenchymal stem cell	Myoc
TM, FACS - Muscle.mesenchymal stem cell-AI607873	0.833333313465118	0.833333313465118	TM, FACS	Muscle.mesenchymal stem cell	AI607873
TM, FACS - Muscle.mesenchymal stem cell-Pcolce	0.829225361347198	0.829225361347198	TM, FACS	Muscle.mesenchymal stem cell	Pcolce
TM, FACS - Muscle.mesenchymal stem cell-Col1a2	0.825042843818665	0.825042843818665	TM, FACS	Muscle.mesenchymal stem cell	Col1a2
TM, FACS - Muscle.mesenchymal stem cell-Entpd2	0.823638021945953	0.823638021945953	TM, FACS	Muscle.mesenchymal stem cell	Entpd2
TM, FACS - Muscle.mesenchymal stem cell-Aebp1	0.823529422283173	0.823529422283173	TM, FACS	Muscle.mesenchymal stem cell	Aebp1
TM, FACS - Muscle.mesenchymal stem cell-Cd248	0.817155778408051	0.817155778408051	TM, FACS	Muscle.mesenchymal stem cell	Cd248
TM, FACS - Muscle.mesenchymal stem cell-Ndn	0.816462755203247	0.816462755203247	TM, FACS	Muscle.mesenchymal stem cell	Ndn
TM, FACS - Muscle.mesenchymal stem cell-Itga11	0.809015393257141	0.809015393257141	TM, FACS	Muscle.mesenchymal stem cell	Itga11
TM, FACS - Muscle.mesenchymal stem cell-Steap3	0.808558523654938	0.808558523654938	TM, FACS	Muscle.mesenchymal stem cell	Steap3
TM, FACS - Muscle.mesenchymal stem cell-C1ra	0.806707859039307	0.806707859039307	TM, FACS	Muscle.mesenchymal stem cell	C1ra
TM, FACS - Muscle.mesenchymal stem cell-Col6a2	0.806563138961792	0.806563138961792	TM, FACS	Muscle.mesenchymal stem cell	Col6a2
TM, FACS - Muscle.mesenchymal stem cell-Podn	0.804960548877716	0.804960548877716	TM, FACS	Muscle.mesenchymal stem cell	Podn
TM, FACS - Muscle.mesenchymal stem cell-Fbn1	0.804618120193481	0.804618120193481	TM, FACS	Muscle.mesenchymal stem cell	Fbn1
TM, FACS - Muscle.mesenchymal stem cell-Smoc2	0.801556348800659	0.801556348800659	TM, FACS	Muscle.mesenchymal stem cell	Smoc2
TM, 10X - Muscle.mesenchymal stem cell-Clec3b	0.904214560985565	0.890804588794708	TM, 10X	Muscle.mesenchymal stem cell	Clec3b
TM, 10X - Muscle.mesenchymal stem cell-Col6a3	0.893970906734467	0.881809771060944	TM, 10X	Muscle.mesenchymal stem cell	Col6a3
TM, 10X - Muscle.mesenchymal stem cell-Pdgfra	0.884782612323761	0.832661330699921	TM, 10X	Muscle.mesenchymal stem cell	Pdgfra
TM, 10X - Muscle.mesenchymal stem cell-C1s	0.882629156112671	0.882752418518066	TM, 10X	Muscle.mesenchymal stem cell	C1s
TM, 10X - Muscle.mesenchymal stem cell-Ifi205	0.876938998699188	0.825512528419495	TM, 10X	Muscle.mesenchymal stem cell	Ifi205
TM, 10X - Muscle.mesenchymal stem cell-Col1a1	0.866479933261871	0.873035073280334	TM, 10X	Muscle.mesenchymal stem cell	Col1a1
TM, 10X - Muscle.mesenchymal stem cell-Lrrn4cl	0.864923715591431	0.820258140563965	TM, 10X	Muscle.mesenchymal stem cell	Lrrn4cl
TM, 10X - Muscle.mesenchymal stem cell-Mfap5	0.85844749212265	0.858428776264191	TM, 10X	Muscle.mesenchymal stem cell	Mfap5
TM, 10X - Muscle.mesenchymal stem cell-Islr	0.846153795719147	0.855502367019653	TM, 10X	Muscle.mesenchymal stem cell	Islr
TM, 10X - Muscle.mesenchymal stem cell-Cygb	0.844537794589996	0.813658535480499	TM, 10X	Muscle.mesenchymal stem cell	Cygb
TM, 10X - Muscle.mesenchymal stem cell-Myoc	0.833517134189606	0.812611043453217	TM, 10X	Muscle.mesenchymal stem cell	Myoc
TM, 10X - Muscle.mesenchymal stem cell-Pcolce	0.829225361347198	0.818708956241608	TM, 10X	Muscle.mesenchymal stem cell	Pcolce
TM, 10X - Muscle.mesenchymal stem cell-Col1a2	0.825042843818665	0.823045313358307	TM, 10X	Muscle.mesenchymal stem cell	Col1a2
TM, 10X - Muscle.mesenchymal stem cell-Entpd2	0.823638021945953	0.852428019046783	TM, 10X	Muscle.mesenchymal stem cell	Entpd2
TM, 10X - Muscle.mesenchymal stem cell-C1ra	0.806707859039307	0.823037564754486	TM, 10X	Muscle.mesenchymal stem cell	C1ra
TM, 10X - Muscle.mesenchymal stem cell-Col6a2	0.806563138961792	0.867678999900818	TM, 10X	Muscle.mesenchymal stem cell	Col6a2
Seurat v3 - Muscle.mesenchymal stem cell-Clec3b	0.904214560985565	0.894827604293823	Seurat v3	Muscle.mesenchymal stem cell	Clec3b
Seurat v3 - Muscle.mesenchymal stem cell-Col6a3	0.893970906734467	0.885193526744843	Seurat v3	Muscle.mesenchymal stem cell	Col6a3
Seurat v3 - Muscle.mesenchymal stem cell-Pdgfra	0.884782612323761	0.843998670578003	Seurat v3	Muscle.mesenchymal stem cell	Pdgfra
Seurat v3 - Muscle.mesenchymal stem cell-C1s	0.882629156112671	0.881178975105286	Seurat v3	Muscle.mesenchymal stem cell	C1s
Seurat v3 - Muscle.mesenchymal stem cell-Ifi205	0.876938998699188	0.838300585746765	Seurat v3	Muscle.mesenchymal stem cell	Ifi205
Seurat v3 - Muscle.mesenchymal stem cell-Col1a1	0.866479933261871	0.871058583259583	Seurat v3	Muscle.mesenchymal stem cell	Col1a1
Seurat v3 - Muscle.mesenchymal stem cell-Lrrn4cl	0.864923715591431	0.828414559364319	Seurat v3	Muscle.mesenchymal stem cell	Lrrn4cl
Seurat v3 - Muscle.mesenchymal stem cell-Mfap5	0.85844749212265	0.857466101646423	Seurat v3	Muscle.mesenchymal stem cell	Mfap5
Seurat v3 - Muscle.mesenchymal stem cell-Islr	0.846153795719147	0.853299140930176	Seurat v3	Muscle.mesenchymal stem cell	Islr
Seurat v3 - Muscle.mesenchymal stem cell-Cygb	0.844537794589996	0.825100123882294	Seurat v3	Muscle.mesenchymal stem cell	Cygb
Seurat v3 - Muscle.mesenchymal stem cell-Myoc	0.833517134189606	0.816740691661835	Seurat v3	Muscle.mesenchymal stem cell	Myoc
Seurat v3 - Muscle.mesenchymal stem cell-Pcolce	0.829225361347198	0.82492583990097	Seurat v3	Muscle.mesenchymal stem cell	Pcolce
Seurat v3 - Muscle.mesenchymal stem cell-Col1a2	0.825042843818665	0.823651969432831	Seurat v3	Muscle.mesenchymal stem cell	Col1a2
Seurat v3 - Muscle.mesenchymal stem cell-Entpd2	0.823638021945953	0.841474950313568	Seurat v3	Muscle.mesenchymal stem cell	Entpd2
Seurat v3 - Muscle.mesenchymal stem cell-C1ra	0.806707859039307	0.82157164812088	Seurat v3	Muscle.mesenchymal stem cell	C1ra
Seurat v3 - Muscle.mesenchymal stem cell-Col6a2	0.806563138961792	0.857059359550476	Seurat v3	Muscle.mesenchymal stem cell	Col6a2
Seurat v3 - Muscle.mesenchymal stem cell-Fbn1	0.804618120193481	0.804432511329651	Seurat v3	Muscle.mesenchymal stem cell	Fbn1
Seurat v3 - Muscle.mesenchymal stem cell-Smoc2	0.801556348800659	0.800712764263153	Seurat v3	Muscle.mesenchymal stem cell	Smoc2
TM, FACS - Muscle.skeletal muscle satellite cell-Chodl	0.941947519779205	0.941947519779205	TM, FACS	Muscle.skeletal muscle satellite cell	Chodl
TM, FACS - Muscle.skeletal muscle satellite cell-Des	0.883468925952911	0.883468925952911	TM, FACS	Muscle.skeletal muscle satellite cell	Des
TM, FACS - Muscle.skeletal muscle satellite cell-Asb5	0.878048837184906	0.878048837184906	TM, FACS	Muscle.skeletal muscle satellite cell	Asb5
TM, FACS - Muscle.skeletal muscle satellite cell-Fam132b	0.849230766296387	0.849230766296387	TM, FACS	Muscle.skeletal muscle satellite cell	Fam132b
TM, FACS - Muscle.skeletal muscle satellite cell-Crlf1	0.82214766740799	0.82214766740799	TM, FACS	Muscle.skeletal muscle satellite cell	Crlf1
TM, FACS - Muscle.skeletal muscle satellite cell-Ncam1	0.813263475894928	0.813263475894928	TM, FACS	Muscle.skeletal muscle satellite cell	Ncam1
TM, FACS - Muscle.skeletal muscle satellite cell-Cd82	0.800000011920929	0.800000011920929	TM, FACS	Muscle.skeletal muscle satellite cell	Cd82
TM, FACS - Muscle.skeletal muscle satellite cell-Musk	0.795242190361023	0.795242190361023	TM, FACS	Muscle.skeletal muscle satellite cell	Musk
TM, FACS - Muscle.skeletal muscle satellite cell-Chrdl2	0.786026179790497	0.786026179790497	TM, FACS	Muscle.skeletal muscle satellite cell	Chrdl2
TM, FACS - Muscle.skeletal muscle satellite cell-Myf5	0.777900516986847	0.777900516986847	TM, FACS	Muscle.skeletal muscle satellite cell	Myf5
TM, FACS - Muscle.skeletal muscle satellite cell-Arl4d	0.774363458156586	0.774363458156586	TM, FACS	Muscle.skeletal muscle satellite cell	Arl4d
TM, FACS - Muscle.skeletal muscle satellite cell-Vcam1	0.757602095603943	0.757602095603943	TM, FACS	Muscle.skeletal muscle satellite cell	Vcam1
TM, FACS - Muscle.skeletal muscle satellite cell-Runx1	0.747235417366028	0.747235417366028	TM, FACS	Muscle.skeletal muscle satellite cell	Runx1
TM, FACS - Muscle.skeletal muscle satellite cell-Fgfr4	0.746636807918549	0.746636807918549	TM, FACS	Muscle.skeletal muscle satellite cell	Fgfr4
TM, FACS - Muscle.skeletal muscle satellite cell-Flnc	0.743159830570221	0.743159830570221	TM, FACS	Muscle.skeletal muscle satellite cell	Flnc
TM, FACS - Muscle.skeletal muscle satellite cell-Peg3	0.730127573013306	0.730127573013306	TM, FACS	Muscle.skeletal muscle satellite cell	Peg3
TM, FACS - Muscle.skeletal muscle satellite cell-Chrnb1	0.709743618965149	0.709743618965149	TM, FACS	Muscle.skeletal muscle satellite cell	Chrnb1
TM, FACS - Muscle.skeletal muscle satellite cell-Notch3	0.707344651222229	0.707344651222229	TM, FACS	Muscle.skeletal muscle satellite cell	Notch3
TM, FACS - Muscle.skeletal muscle satellite cell-Slc39a14	0.701202511787415	0.701202511787415	TM, FACS	Muscle.skeletal muscle satellite cell	Slc39a14
TM, FACS - Muscle.skeletal muscle satellite cell-Cdh15	0.69729095697403	0.69729095697403	TM, FACS	Muscle.skeletal muscle satellite cell	Cdh15
TM, FACS - Muscle.skeletal muscle satellite cell-Pdlim4	0.696629166603088	0.696629166603088	TM, FACS	Muscle.skeletal muscle satellite cell	Pdlim4
TM, FACS - Muscle.skeletal muscle satellite cell-Tln2	0.683643519878387	0.683643519878387	TM, FACS	Muscle.skeletal muscle satellite cell	Tln2
TM, FACS - Muscle.skeletal muscle satellite cell-Fosl1	0.679343163967133	0.679343163967133	TM, FACS	Muscle.skeletal muscle satellite cell	Fosl1
TM, FACS - Muscle.skeletal muscle satellite cell-Clcf1	0.677667737007141	0.677667737007141	TM, FACS	Muscle.skeletal muscle satellite cell	Clcf1
TM, FACS - Muscle.skeletal muscle satellite cell-Uck2	0.675247490406036	0.675247490406036	TM, FACS	Muscle.skeletal muscle satellite cell	Uck2
TM, FACS - Muscle.skeletal muscle satellite cell-F2r	0.67033976316452	0.67033976316452	TM, FACS	Muscle.skeletal muscle satellite cell	F2r
TM, FACS - Muscle.skeletal muscle satellite cell-Akap2	0.66400533914566	0.66400533914566	TM, FACS	Muscle.skeletal muscle satellite cell	Akap2
TM, FACS - Muscle.skeletal muscle satellite cell-Pmepa1	0.662251651287079	0.662251651287079	TM, FACS	Muscle.skeletal muscle satellite cell	Pmepa1
TM, FACS - Muscle.skeletal muscle satellite cell-Pdpn	0.658097684383392	0.658097684383392	TM, FACS	Muscle.skeletal muscle satellite cell	Pdpn
TM, FACS - Muscle.skeletal muscle satellite cell-Bdkrb1	0.655132651329041	0.655132651329041	TM, FACS	Muscle.skeletal muscle satellite cell	Bdkrb1
TM, 10X - Muscle.skeletal muscle satellite cell-Chodl	0.941947519779205	0.858666658401489	TM, 10X	Muscle.skeletal muscle satellite cell	Chodl
TM, 10X - Muscle.skeletal muscle satellite cell-Des	0.883468925952911	0.767189383506775	TM, 10X	Muscle.skeletal muscle satellite cell	Des
TM, 10X - Muscle.skeletal muscle satellite cell-Asb5	0.878048837184906	0.82317978143692	TM, 10X	Muscle.skeletal muscle satellite cell	Asb5
TM, 10X - Muscle.skeletal muscle satellite cell-Fam132b	0.849230766296387	0.680781781673431	TM, 10X	Muscle.skeletal muscle satellite cell	Fam132b
TM, 10X - Muscle.skeletal muscle satellite cell-Crlf1	0.82214766740799	0.652935087680817	TM, 10X	Muscle.skeletal muscle satellite cell	Crlf1
TM, 10X - Muscle.skeletal muscle satellite cell-Ncam1	0.813263475894928	0.566563487052917	TM, 10X	Muscle.skeletal muscle satellite cell	Ncam1
TM, 10X - Muscle.skeletal muscle satellite cell-Cd82	0.800000011920929	0.54202401638031	TM, 10X	Muscle.skeletal muscle satellite cell	Cd82
TM, 10X - Muscle.skeletal muscle satellite cell-Chrdl2	0.786026179790497	0.736474692821503	TM, 10X	Muscle.skeletal muscle satellite cell	Chrdl2
TM, 10X - Muscle.skeletal muscle satellite cell-Myf5	0.777900516986847	0.637065649032593	TM, 10X	Muscle.skeletal muscle satellite cell	Myf5
TM, 10X - Muscle.skeletal muscle satellite cell-Arl4d	0.774363458156586	0.450549453496933	TM, 10X	Muscle.skeletal muscle satellite cell	Arl4d
TM, 10X - Muscle.skeletal muscle satellite cell-Vcam1	0.757602095603943	0.442064255475998	TM, 10X	Muscle.skeletal muscle satellite cell	Vcam1
TM, 10X - Muscle.skeletal muscle satellite cell-Runx1	0.747235417366028	0.477797538042068	TM, 10X	Muscle.skeletal muscle satellite cell	Runx1
